natural_query	sql_query	result	from_to_where	after_froM	after_from
Which season had the most total turnovers across all games?	SELECT season_id FROM other_stats JOIN game USING(game_id) GROUP BY season_id ORDER BY SUM(total_turnovers_home + total_turnovers_away) DESC LIMIT 1;	21999		other_stats	other_stats
Which city had the most games where the home team won by more than 25 points?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE wl_home = 'W' AND pts_home - pts_away > 25) GROUP BY team_city_home ORDER BY COUNT(*) DESC LIMIT 1;	Golden State	other_stats	other_stats	other_stats
Which team was involved in the most games with more than 15 lead changes?	SELECT team FROM (SELECT team_abbreviation_home AS team FROM other_stats WHERE lead_changes > 15 UNION ALL SELECT team_abbreviation_away FROM other_stats WHERE lead_changes > 15) GROUP BY team ORDER BY COUNT(*) DESC LIMIT 1;	LAL	(SELECT team_abbreviation_home AS team FROM other_stats	other_stats	other_stats
Which city hosted the most games that ended with both teams scoring over 100 points?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE pts_home > 100 AND pts_away > 100) GROUP BY team_city_home ORDER BY COUNT(*) DESC LIMIT 1;	Los Angeles	other_stats	other_stats	other_stats
Which city had the most total fast break points in the 2016 season?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE season_id = '22016') GROUP BY team_city_home ORDER BY SUM(pts_fb_home) DESC LIMIT 1;	Golden State	other_stats	other_stats	other_stats
Which season had the most combined team rebounds recorded?	SELECT season_id FROM other_stats JOIN game USING(game_id) GROUP BY season_id ORDER BY SUM(team_rebounds_home + team_rebounds_away) DESC LIMIT 1;	21997		other_stats	other_stats
Which season had the highest average number of times tied per game?	SELECT season_id FROM other_stats JOIN game USING(game_id) GROUP BY season_id ORDER BY AVG(times_tied) DESC LIMIT 1;	32002		other_stats	other_stats
Which season had the most games where home teams scored zero fast break points?	SELECT season_id FROM other_stats JOIN game USING(game_id) WHERE pts_fb_home = 0 GROUP BY season_id ORDER BY COUNT(*) DESC LIMIT 1;	22001	other_stats JOIN game USING(game_id)	other_stats	other_stats
Which city had teams that scored the most total points during the 2010 season?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE season_id = '22010') GROUP BY team_city_home ORDER BY SUM(pts_paint_home + pts_2nd_chance_home + pts_fb_home + pts_off_to_home) DESC LIMIT 1;	Los Angeles	other_stats	other_stats	other_stats
Which city had home teams with the highest average number of rebounds in 2005?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE season_id = '22005') GROUP BY team_city_home ORDER BY AVG(team_rebounds_home) DESC LIMIT 1;	Orlando	other_stats	other_stats	other_stats
Which team had the highest number of team turnovers in an away game?	SELECT team_abbreviation_away FROM other_stats ORDER BY team_turnovers_away DESC LIMIT 1;	CHI		other_stats	other_stats
Which away team scored the most points off turnovers in a single game?	SELECT team_abbreviation_away FROM other_stats ORDER BY pts_off_to_away DESC LIMIT 1;	ATL		other_stats	other_stats
What was the total number of points off turnovers by away teams when they committed more than 20 total turnovers?	SELECT SUM(pts_off_to_away) FROM other_stats WHERE total_turnovers_away > 20;	45727	other_stats	other_stats	other_stats
Which game had the biggest difference between total turnovers and team turnovers for the away team?	SELECT game_id FROM other_stats ORDER BY ABS(total_turnovers_away - team_turnovers_away) DESC LIMIT 1;	29600522		other_stats	other_stats
What is the highest number of team rebounds recorded by an away team in a single game?	SELECT MAX(team_rebounds_away) FROM other_stats;	24		other_stats	other_stats
How many points off turnovers were scored by away teams in games where they had more team rebounds than the home team?	SELECT SUM(pts_off_to_away) FROM other_stats WHERE team_rebounds_away > team_rebounds_home;	169555	other_stats	other_stats	other_stats
Which team committed the fewest total turnovers in an away game that resulted in a win?	SELECT team_abbreviation_away FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE wl_away = 'W') ORDER BY total_turnovers_away ASC LIMIT 1;	PHX	other_stats	other_stats	other_stats
Which game had the most efficient away team in terms of points off turnovers per total turnover?	SELECT game_id FROM other_stats WHERE total_turnovers_away > 0 ORDER BY (pts_off_to_away * 1.0 / total_turnovers_away) DESC LIMIT 1;	0021500879	other_stats	other_stats	other_stats
Which team had the most games where their team rebounds as away team were greater than 15?	SELECT team_abbreviation_away FROM other_stats WHERE team_rebounds_away > 15 GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	UTA	other_stats	other_stats	other_stats
What is the average number of points off turnovers for away teams with fewer than 10 total turnovers?	SELECT AVG(pts_off_to_away) FROM other_stats WHERE total_turnovers_away < 10;	8.900039200313602	other_stats	other_stats	other_stats
What is the total points in the paint by the Los Angeles Clippers at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_home = 'LAC';	40334.0	other_stats	other_stats	other_stats
How many lead changes occurred in games where the Denver Nuggets played at home?	SELECT SUM(lead_changes) as total_lead_changes  FROM other_stats  WHERE team_abbreviation_home = 'DEN';	6168.0	other_stats	other_stats	other_stats
What is the largest lead the Minnesota Timberwolves had at home?	SELECT MAX(largest_lead_home) as max_lead  FROM other_stats  WHERE team_abbreviation_home = 'MIN';	48.0	other_stats	other_stats	other_stats
How many fast break points did the Orlando Magic score away?	SELECT SUM(pts_fb_away) as total_fb_points  FROM other_stats  WHERE team_abbreviation_away = 'ORL';	11743.0	other_stats	other_stats	other_stats
What is the total second chance points by the Toronto Raptors at home?	SELECT SUM(pts_2nd_chance_home) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_home = 'TOR';	12057.0	other_stats	other_stats	other_stats
How many total team rebounds did the Los Angeles Clippers have in away games where they scored over 15 fast break points?	SELECT SUM(os.team_rebounds_away)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_abbreviation_away = 'LAC'  AND os.pts_fb_away > 15;	2279.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points off turnovers by the Atlanta Hawks at home?	SELECT SUM(pts_off_to_home) as total_pts_off_to  FROM other_stats  WHERE team_abbreviation_home = 'ATL';	13503.0	other_stats	other_stats	other_stats
How many times were games tied when the Boston Celtics played at home?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_home = 'BOS';	5156.0	other_stats	other_stats	other_stats
What is the highest fast break points by the Houston Rockets at home?	SELECT MAX(pts_fb_home) as max_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'HOU';	37.0	other_stats	other_stats	other_stats
How many team turnovers did the New York Knicks have at home?	SELECT SUM(team_turnovers_home) as total_team_turnovers  FROM other_stats  WHERE team_abbreviation_home = 'NYK';	550.0	other_stats	other_stats	other_stats
What is the total points in the paint by the Philadelphia 76ers away?	SELECT SUM(pts_paint_away) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_away = 'PHI';	41004.0	other_stats	other_stats	other_stats
What is the largest lead the Phoenix Suns had at home?	SELECT MAX(largest_lead_home) as max_lead  FROM other_stats  WHERE team_abbreviation_home = 'PHX';	52.0	other_stats	other_stats	other_stats
How many fast break points did the Atlanta Hawks score at home?	SELECT SUM(pts_fb_home) as total_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'ATL';	12063.0	other_stats	other_stats	other_stats
What is the total second chance points by the Boston Celtics away?	SELECT SUM(pts_2nd_chance_away) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_away = 'BOS';	11426.0	other_stats	other_stats	other_stats
What is the total points in the paint by the Denver Nuggets at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_home = 'DEN';	44784.0	other_stats	other_stats	other_stats
How many times were games tied when the Indiana Pacers played at home?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_home = 'IND';	4805.0	other_stats	other_stats	other_stats
"What is the total second chance points by the Miami Heat at home?"""	SELECT SUM(pts_2nd_chance_home) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_home = 'MIA';	11670.0	other_stats	other_stats	other_stats
What is the total points in the paint by the Chicago Bulls at home in games they lost in 1996?	SELECT SUM(os.pts_paint_home) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Chicago Bulls' AND g.wl_home = 'L' AND g.season_id = '21996';	56.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Phoenix Suns in games they lost at home in 1996?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Phoenix Suns' AND g.wl_home = 'L' AND g.season_id = '21996';	171.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average second chance points by the Milwaukee Bucks at home in games they won?	SELECT AVG(os.pts_2nd_chance_home) as avg_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Milwaukee Bucks' AND g.wl_home = 'W';	13.12	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Atlanta Hawks win at home with a largest lead greater than 20 in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Atlanta Hawks' AND g.wl_home = 'W' AND os.largest_lead_home > 20 AND g.season_id = '21996';	7.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the highest points in the paint by the Sacramento Kings away in games they won?	SELECT MAX(os.pts_paint_away) as max_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Sacramento Kings' AND g.wl_away = 'W';	78.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Utah Jazz play at home with more than 30 points in the paint in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Utah Jazz' AND os.pts_paint_home > 30 AND g.season_id = '21996';	25.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Washington Wizards at home in games they won?	SELECT SUM(os.pts_2nd_chance_home) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Washington Wizards' AND g.wl_home = 'W';	6281.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Minnesota Timberwolves away when they lost?	SELECT SUM(os.pts_paint_away) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Minnesota Timberwolves' AND g.wl_away = 'L';	25564.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Sacramento Kings at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats WHERE team_abbreviation_home = 'SAC';	38278.0	other_stats	other_stats	other_stats
How many lead changes occurred in games where the San Antonio Spurs played at home?	SELECT SUM(lead_changes) as total_lead_changes  FROM other_stats  WHERE team_abbreviation_home = 'SAS';	5666.0	other_stats	other_stats	other_stats
What is the largest lead the Toronto Raptors had away?	SELECT MAX(largest_lead_away) as max_lead  FROM other_stats  WHERE team_abbreviation_away = 'TOR';	49.0	other_stats	other_stats	other_stats
How many fast break points did the Utah Jazz score at home?	SELECT SUM(pts_fb_home) as total_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'UTA';	11246.0	other_stats	other_stats	other_stats
What is the total second chance points by the Washington Wizards away?	SELECT SUM(pts_2nd_chance_away) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_away = 'WAS';	13226.0	other_stats	other_stats	other_stats
What is the total points in the paint by the Milwaukee Bucks away?	SELECT SUM(pts_paint_away) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_away = 'MIL';	39056.0	other_stats	other_stats	other_stats
How many times were games tied when the Minnesota Timberwolves played away?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_away = 'MIN';	5123.0	other_stats	other_stats	other_stats
What is the highest fast break points by the New York Knicks away?	SELECT MAX(pts_fb_away) as max_fb_points  FROM other_stats  WHERE team_abbreviation_away = 'NYK';	38.0	other_stats	other_stats	other_stats
What is the total points in the paint by the Dallas Mavericks at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_home = 'DAL';	37764.0	other_stats	other_stats	other_stats
How many lead changes occurred in games where the Denver Nuggets played away?	SELECT SUM(lead_changes) as total_lead_changes  FROM other_stats  WHERE team_abbreviation_away = 'DEN';	5828.0	other_stats	other_stats	other_stats
What is the highest second chance points by the Detroit Pistons at home?	SELECT MAX(pts_2nd_chance_home) as max_2nd_chance  FROM other_stats  WHERE team_abbreviation_home = 'DET';	32.0	other_stats	other_stats	other_stats
How many fast break points did the Golden State Warriors score away?	SELECT SUM(pts_fb_away) as total_fb_points  FROM other_stats  WHERE team_abbreviation_away = 'GSW';	15122.0	other_stats	other_stats	other_stats
What is the total points in the paint by the San Antonio Spurs away?	SELECT SUM(pts_paint_away) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_away = 'SAS';	42884.0	other_stats	other_stats	other_stats
How many times were games tied when the Toronto Raptors played at home?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_home = 'TOR';	4685.0	other_stats	other_stats	other_stats
What is the highest fast break points by the Utah Jazz away?	SELECT MAX(pts_fb_away) as max_fb_points  FROM other_stats  WHERE team_abbreviation_away = 'UTA';	35.0	other_stats	other_stats	other_stats
What's the highest number of lead changes in any game involving the Miami Heat?	SELECT MAX(os.lead_changes)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_abbreviation_home = 'MIA'  OR g.team_abbreviation_away = 'MIA';	33.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Los Angeles Clippers away?	SELECT SUM(pts_paint_away) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_away = 'LAC';	39516.0	other_stats	other_stats	other_stats
How many lead changes occurred in games where the Los Angeles Lakers played away?	SELECT SUM(lead_changes) as total_lead_changes  FROM other_stats  WHERE team_abbreviation_away = 'LAL';	6184.0	other_stats	other_stats	other_stats
What is the highest second chance points by the Miami Heat away?	SELECT MAX(pts_2nd_chance_away) as max_2nd_chance  FROM other_stats  WHERE team_abbreviation_away = 'MIA';	31.0	other_stats	other_stats	other_stats
How many fast break points did the Milwaukee Bucks score at home?	SELECT SUM(pts_fb_home) as total_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'MIL';	13134.0	other_stats	other_stats	other_stats
What is the total fast break points by the Chicago Bulls at home in games they won in 1996?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Chicago Bulls' AND g.wl_home = 'W' AND g.season_id = '21996';	487.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Detroit Pistons away in games they lost?	SELECT SUM(os.pts_2nd_chance_away) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Detroit Pistons' AND g.wl_away = 'L';	7547.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points in the paint by the Houston Rockets at home in games they won?	SELECT AVG(os.pts_paint_home) as avg_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Houston Rockets' AND g.wl_home = 'W';	42.436	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Los Angeles Lakers win away with more than 20 points in the paint in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Los Angeles Lakers' AND g.wl_away = 'W' AND os.pts_paint_away > 20 AND g.season_id = '21996';	21.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the New York Knicks at home in games they lost?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'New York Knicks' AND g.wl_home = 'L';	4270.0	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Portland Trail Blazers away in games they won?	SELECT SUM(os.pts_2nd_chance_away) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Portland Trail Blazers' AND g.wl_away = 'W';	5309.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Toronto Raptors play away with more than 20 points in the paint in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Toronto Raptors' AND os.pts_paint_away > 20 AND g.season_id = '21996';	35.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Utah Jazz at home when they won?	SELECT SUM(os.pts_paint_home) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Utah Jazz' AND g.wl_home = 'W';	27796.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Atlanta Hawks away in games they lost?	SELECT SUM(os.pts_fb_away) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Atlanta Hawks' AND g.wl_away = 'L';	8378.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Cleveland Cavaliers lose away with more than 10 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Cleveland Cavaliers' AND g.wl_away = 'L' AND os.pts_fb_away > 10 AND g.season_id = '21996';	4.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Dallas Mavericks at home in games they lost?	SELECT SUM(os.pts_2nd_chance_home) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Dallas Mavericks' AND g.wl_home = 'L';	4478.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points in the paint by the Detroit Pistons at home when they won?	SELECT AVG(os.pts_paint_home) as avg_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Detroit Pistons' AND g.wl_home = 'W';	37.94	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Indiana Pacers win at home with more than 15 fast break points in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Indiana Pacers' AND g.wl_home = 'W' AND os.pts_fb_home > 15 AND g.season_id = '21996';	7.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Los Angeles Lakers lose at home with more than 10 second chance points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Los Angeles Lakers' AND g.wl_home = 'L' AND os.pts_2nd_chance_home > 10 AND g.season_id = '21996';	4.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Sacramento Kings win at home with more than 20 points in the paint in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Sacramento Kings' AND g.wl_home = 'W' AND os.pts_paint_home > 20 AND g.season_id = '21996';	16.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the San Antonio Spurs away in games they lost?	SELECT SUM(os.pts_2nd_chance_away) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'San Antonio Spurs' AND g.wl_away = 'L';	5810.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points in the paint by the Utah Jazz away when they won?	SELECT AVG(os.pts_paint_away) as avg_pts_paint  FROM other_stats os JOIN game g  ON os.game_id = g.game_id  WHERE g.team_name_away = 'Utah Jazz' AND g.wl_away = 'W';	42.48	other_stats os JOIN game g  ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Toronto Raptors lose at home with more than 15 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Toronto Raptors' AND g.wl_home = 'L' AND os.pts_fb_home > 15 AND g.season_id = '21996';	13.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Phoenix Suns lose away with more than 5 times tied in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Phoenix Suns' AND g.wl_away = 'L' AND os.times_tied > 5 AND g.season_id = '21996';	10.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Philadelphia 76ers at home in games they won?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Philadelphia 76ers' AND g.wl_home = 'W';	8025.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Milwaukee Bucks lose at home with more than 5 lead changes in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Milwaukee Bucks' AND g.wl_home = 'L' AND os.lead_changes > 5 AND g.season_id = '21996';	8.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Miami Heat away when they won?	SELECT SUM(os.pts_paint_away) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Miami Heat' AND g.wl_away = 'W';		other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Cleveland Cavaliers play at home with more than 8 times tied in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Cleveland Cavaliers' AND os.times_tied > 8 AND g.season_id = '21996';	5.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Golden State Warriors lose at home with more than 5 lead changes in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Golden State Warriors' AND g.wl_home = 'L' AND os.lead_changes > 5 AND g.season_id = '21996';	8.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
